comment,pos
"3.6级小地震2020年7月24日,星期五,阿拉斯加(美国)埃尔芬湾西北75公里处",3
暴雨突袭阳江8级雷暴大风即将杀到,0
"3.6级小地震奥克斯(墨西哥)奥克斯州萨里纳克鲁兹47公里,2020年7月30日,星期四",3
强降雨致四川省7条河流出现超警戒或超保证水位洪水,1
湖南今起较强降雨来扰短时强降水、雷暴大风齐上阵,0
阿富汗发生6.4级左右地震网友:新疆有震感,3
"六盘水暴雨致多人被困,消防队员紧急援救",2
广西田林:暴雨引发泥石流400多人被紧急疏散当代先锋网国内,2
四川丹巴山洪泥石流灾害:1.4万余人已返回家中,1
"刚刚潍坊突降冰雹,车窗被砸破现场图视频马上还有雷暴大风",4
局部大暴雨泰安高速交警提醒你出行注意安全,2
今日立秋合肥最高32℃安徽将迎新一轮强降水伴雷暴大风万家热线安徽门户网站,0
视频预报今天的零星风暴和沿海洪水。寒冷的前脸和下周秋天的味道,1
"澳大利亚风暴:网球大小的冰雹袭击昆士兰州部分地区,新南威尔士州警告山洪暴发",4
"中央气象台:6月2022日天气预报,强降雨大到暴雨卷土重来",2
"北极风暴系统:在犹他州北部发布大风警报,阵风高达每小时75英里",0
我区启动暴雨Ⅳ级应急响应,2
"韩国普降暴雨,31人死亡,11人失踪",2
"西非尼日尔洪水增多,布基纳法索死亡人数上升",1
确保每户受灾群众都有安全住房洛南县住建局抗击86暴雨洪灾实施危房改造工作纪实,2
吴健深入乡镇查看冰雹灾情指导救灾工作,4
"最新消息:北卡罗来纳州营地洪水中3人死亡,2人失踪,31人获救另有2人死亡",1
四川广西云南等地有暴雨山东辽宁内蒙古局地有雷暴大风或冰雹新闻中心东北新闻网,4
恶劣天气袭击新西兰北岛大风致电力供应中断,0
10月11日1时38分印度发生5.1级地震,3
大风、冷雨、降温国庆我省多云天气为主大河网,0
"今明两日有降雨,伴有雷暴大风",0
"湖北应城4.9级地震武汉震感强烈,还有余震吗更多你关心的问题来了",3
巴西伯南布哥暴雨后山洪暴发,1
"英国天气预报:随着洪水和时速75英里的大风袭击,英国已经做好了16小时的准备",0
海南岛南部仍有强降水我国东南部及南部海域有大风,0
启动防暴雨Ⅳ级应急响应福建省防御强降雨工作视频会议召开中新网福建,2
暴雨洪水致重庆16区县受灾3人死亡经济损失逾1亿中新网,1
"风暴11号:三个城市面临洪水威胁,山区有大风威胁",0
大风警报今晚有效,0
防汛救灾雨城区河北街道第一时间开展防汛救灾工作雅安频道四川新闻网,1
大风导致宾夕法尼亚州中部地区停电。,0
湖北咸宁连日暴雨多部门紧急救援除险,2
非洲萨赫勒地区遭遇了罕见的降雨和创纪录的洪水,1
广东发生雷雨大风冰雹灾害致12人死亡27人受伤搜狐新闻,4
志愿者为洪水灾民搭建棚屋,1
"今年的雨有多大26省份现洪涝灾害,高考受影响媒体澎湃新闻ThePaper",1
"大风警报,建议仍然有效",0
"暴雨袭万州他们奔忙在抢险救援第一线,致敬",2
12级狂风夹着冰雹突袭盐城78人遇难近500人受伤中新网,4
提醒注意湖南将迎入汛以来最强降雨,1
"冰雹造成了价值9700万美元的损失,保险公司宣布这是一场灾难",4
"注意广元暴雨部分景区临时关闭,道路塌方、火车晚点,出行注意安全政务澎湃新闻ThePaper",2
"寒潮来袭,北京气温将狂降12℃伴雨雪8级大风",0
"马斯巴特地震死亡人数升至两千人受伤,余震袭击了卡廷根镇",3
人保财险永胜县支公司启动汛期应急预案应对暴雨灾害,2
"大范围雨水来了3省区有暴雨,四川西藏降水最强,最新天气预报",2
中国南方洪水27省市逾3000万人次受灾图辑,1
注意广西将迎强降雨、短时雷暴大风天气,0
水利部副部长叶建春一行来雨调研山洪灾害危险区防御工作,1
风雨冰雹我市出现强对流天气,4
"在埃塞俄比亚,严重的洪水导致至少32000人流离失所",1
"2020年6月12日,星期五,印度尼西亚东达沃省省长东25S228公里的3.1级小地震",3
"大风大雨预告,新一波龙舟水要来了你准备好了吗",0
"危急一老人因暴雨被困河中,在水里浸泡近两小时",2
9省市部分地区有大到暴雨全国天气降水量预报图闽南网,2
秋分首场雨河北省20个站点降暴雨今天这些地方仍会有大到暴雨,1
菲律宾棉兰老岛发生6.4级深地震,3
日本多地暴雨已致77人死亡24县约1.5万栋房屋受损,2
17日至19日长江上中游及淮河流域将有强降雨,1
未来十天黑龙江省有四次降雨过程局地有冰雹等强对流天气政务澎湃新闻ThePaper,4
"2020年8月8日,星期六,法国格勒诺布尔19公里处发生3.0级轻微地震",3
伊朗伊拉姆省发生5级地震暂无人员伤亡报告,3
"3.4级小地震2020年7月21日星期二,科奎马特兰(墨西哥)33公里阿尔诺伊斯特德科奎马特兰",3
"3.8级小地震2020年7月17日星期五,CHIS(墨西哥)54公里alSUROESTEdeMAPASTEPEC",3
"猛烈的暴雨袭击查尔斯顿,提醒人们气候变化是如何使天气变好的",2
雨还要下阵雨中到大雨冰雹媒体澎湃新闻ThePaper,4
你的财产准备应付暴雨和风暴吗,1
本周山西雨雪大风相继出现,0
重庆近两日暴雨致18万余人受灾造成3人死亡4人失踪,2
暴雨洪涝致江西九江30.8万人受灾,1
卡车被大风吹翻致新西兰奥克兰海港大桥交通拥堵数小时,0
倾盆大雨给拉斯奥拉斯大道附近的社区带来了洪水般的麻烦,1
2020年6月20日星期六多米尼加共和国地区3.4级小地震,3
"N、天气:预报今天有大风暴,发布了山洪警报",0
"焦作暴雨多地开启看海模式,市区积水严重,至少2学校堵车严重",1
今日起北方将迎大范围强降雨局地有冰雹,1
"强水汽汇合,山东明日有35毫米降雨中心,警惕大风局部冰雹",4
1718日黑龙江将迎新一轮强降雨局地暴雨雷暴大风冰雹网易订阅,1
怀俄明州州际公路东南部部分地区大风警报,0
商洛部分地方将出现雷暴大风或冰雹男子犯案潜逃22年后被抓,4
视频图文桃山水库管理处:实时监测科学防控腾出库容迎战汛期洪水媒体澎湃新闻ThePaper,1
"超强台风北上大庆有暴雨,局地大暴雨",1
"3.8级小地震2020年8月18日星期二,菲律宾卡廷根(马斯巴特)(菲律宾)东南偏东025公里",3
"3.0级小地震2020年7月26日,星期日,卢克(西方民都罗)(菲律宾)西南17W038公里",3
"画面惊险贵州多地遭暴雨袭击,房屋、农田受灾,有人受困",2
俄罗斯堪察加半岛发生6.3级地震震源深度340千米,3
蒸煮一整天广东高温不断体感闷热午后需警惕雷雨大风,0
"3.5级小地震2020年8月8日星期六,OAX(墨西哥)50公里alSUROESTEdeSALINACRUZ",3
"中央气象台:未来三天6月307月2号,以下城市迎来雷暴大风冰雹",4
岷县、漳县公安局全力开展强降雨洪涝灾害抢险救灾工作政务澎湃新闻ThePaper,1
卡车被大风吹翻致新西兰奥克兰海港大桥交通拥堵数小时,0
希腊伊兹拉岛附近发生里氏5.1级地震,3
日本九州暴雨酿56人死亡安倍指示认定「特定非常灾害」,2
"冷空气影响新疆将迎降雨天气,这些地方有暴雨天山网",2
天气预报:今晨大风、大雨持续,0
大雨暴雨大暴雨未来三天(6月2628号)全国天气预报,2
大风导致德卢斯北部的野火蔓延,0
明后天保定可能又短时大风、强降水、冰雹等强对流天气,4
希腊洪水:救援队搜救幸存者死亡人数上升,1
暴雨来袭围墙倒塌肥城阳光国际小区15辆车被砸损失由谁承担,2
市地震局加强对前兆观测点的检查与实测,3
菲律宾附近海域发生6.7级地震震源深度10公里,3
寒潮、大风、降雨来了,0
应对近期高温和暴雨安徽高速开展突发事故应急救援演练,2
"轻型4.2级地震秘鲁南部,2020年6月10日,星期三",3
前方有大雨和大风,0
周日大风警报,0
当前我国已全面进入汛期国家防总部署防汛和山洪地质灾害防御工作,1
广东粤北珠三角等局地特大暴雨伴8级雷暴大风,0
黔桂湘浙等地有大到暴雨局地有雷暴大风,0
马鞍山雷雨大风极端天气已致死2人损失过亿,0
"育空和北不列颠哥伦比亚省北部的暴雨导致泥石流,高速公路关闭",2
合川区双凤镇:开展防御暴雨灾害应急演练,2
1985年洪水:追忆35年后那场毁灭性的洪水,1
水利部:南方强降雨持续13条河流发生超警以上洪水,1
越南中部地区出现洪涝灾害已致5人死亡8人失踪,1
2020年6月27日星期六多米尼加共和国地区3.3级小地震,3
"暴雨来袭,鸡公山景区应急防汛总动员",2
我市将出现较强降雨天气,1
"2020年8月10日,星期一,夏威夷(美国)Pāhala东偏东8公里的2.3级小地震",3
"土耳其伊斯坦布尔遭遇山洪和冰雹,造成瘫痪",4
"四川冕宁暴雨坠河逃生者讲述:载8人面包车被山洪冲出百米,3人车顶呼救",1
"今晚,大雨局部暴雨未来三天雨雨雨媒体澎湃新闻ThePaper",2
"山东遭遇20年来最强冰雹,6月还有专家:东北冷涡太强",4
"2020年8月13日,星期四,阿拉斯加(美国)阿库坦东南偏东161公里处发生3.0级小地震",3
暴雨大风雷暴陕西未来20天将进入多雨时段,2
太美了南宁云刷屏朋友圈不过未来一波暴雨大风天气又要来了,0
强烈冰雹袭击斯洛文尼亚中部欧洲2020年第一次大冰雹事件,4
"圣戈尔戈尼奥山口地区大风,红旗警告",0
"江苏响水遭遇8级大风:21人受伤,200余户房屋受损",0
江西确认一场倾盆大雨拍马赶到大雨暴雨落在江西下列区域,2
"雨多,大风,有霜冻快把毛衣穿起来",0
雨季温室大棚如何排洪洪水排放方法解析,1
"强天气警报:2小时内荣昌、江津将有短时强降水,局地伴有雷暴大风",0
"湖州、嘉兴地区出现大暴雨,消防员闻汛而动",2
"中央气象台:今明两天(6月2324号),以下城市将迎来暴雨大暴雨",2
"福州接下来的天气将迎来雷雨大风,今日12点08分就将变天...",0
强大风暴袭击美国东海岸导致超13万用户断电中新网,0
天气紧急提醒雨雨雨8级大风大降温,0
"小型3.5级地震2020年7月28日星期二,危地马拉,10公里alsuroestedeTecojate",3
"发布强雷暴天气预报,北部可能有大风和冰雹",4
紧急提醒910级大风或抵达安徽可能有龙卷风万家热线安徽门户网站,0
人们正在处理冰雹风暴后的损失,4
西南东北山区山洪地质灾害呈多发态势严防死守保障人民群众生命财产安全政务澎湃新闻ThePaper,1
"又下冰雹山东强对流天气再上线,雷雨冰雹9级大风配送中",4
巴州人注意:大风沙尘已经来了今晚没事尽量不要出门,0
广东遭遇冰雹大风造成17人死亡118人受伤,4
都江堰市石瓮村发生山洪紧急转移406人无人伤亡,1
风和冰雹会损坏水果、房屋,4
"莫桑比克风暴和洪水造成22人死亡,数千人受灾",1
新一轮强降雨来袭贵州省启动防汛IV级应急响应,1
卡尔加里东北部的房屋可能在6月的冰雹风暴中进一步受损,4
注意肇庆未来几天强降水雷暴大风来袭,0
四川特大暴雨凉山消防救援,2
"投资近两千万钦州将再修建一座大风江大桥,开始施工招标",0
"明天又要下暴雨喽,还有8级大风",0
"气温大跳水,大风寒潮雨水套餐已到货",0
降雨多发地土壤已饱和水利部:山洪防御形势十分严峻,1
中央气象台:浙江局地有810级雷暴大风,0
"暴雨不断,损失惨重,后续的理赔让人操碎了心政务澎湃新闻ThePaper",2
强化隐患排查河北省以临战状态做好洪涝灾害防御工作,1
官宣:明日初雪随后大风降温,0
科罗拉多州天气:大风真热山上只有有限的雪,0
"中震级5.1级地震哥斯达黎加圣何塞西南23公里,星期六,10月31日下午11:01(格林尼治标准时间6)",3
龙山:深夜暴雨小区被淹消防紧急疏散被困人员,2
新住宅、高速公路增加了火鸡北海岸的洪水风险,1
广西全省雨水持续5市雨势强劲局地有暴雨,2
"云南昭通暴雨引发洪灾造成3人遇难,3万余人不同程度受灾",1
降雨警报使易受洪水侵袭的中部地区的屏障处于待命状态,1
10月巴中主要灾害种类为地质灾害不会出现明显洪水过程四川新闻网,1
墨西哥发生7.5级地震余震累计达147次中国侨网,3
"注意啦山西第二轮强降雨已在路上,地质灾害风险仍需关注",1
"大风,冬季风暴预报了北卡罗来纳州部分地区。",0
暴雨导致42米大树倒塌当地迅速开展抢险救援上游新闻汇聚向上的力量,2
2020年6月22日星期一智利科昆博3.1级小地震,3
"日本熊本暴雨已致22人死亡10人失踪受持续暴雨天气影响,日本九州地区熊本县出现河流泛滥、山体塌方等自然灾害。截至7月6日上午,暴雨已致22人死亡,10人失踪。由于梅雨前线依然保持活跃状态,从西日本",2
孟买楼房因暴雨坍塌酿8人亡,2
"昨夜狂风暴雨,资阳这些地方一片狼藉",1
"2020年6月25日,星期四,印度孟加拉国边境地区,2.8级小地震",3
"甘肃多地遭遇冰雹袭击,预计6省市有雷暴冰雹天气",4
中到大雨暴雨冰雹较强降雨马上到河北下班赶紧回家→媒体澎湃新闻ThePaper,4
美国出现超级单体风暴冰雹大如棒球中国气象局政府门户网站,4
黄河形成2020年一号洪水,1
"随着本周气温的下降,澳大利亚将迎来毁灭性的大风和沙尘暴",0
"汤加群岛地区发生5.7级地震,震源深度230千米",3
"风暴亚历克斯:锚路被洪水淹没,暴雨袭击了整个城市",1
防汛一线筑堡垒众志成城战洪魔天全县城厢镇党委政府防汛减灾救灾工作纪实,1
暴雨致桂林临桂区四村庄被淹当地政府紧急救灾,2
印度尼西亚明古鲁西南偏西方向海域发生6.8级地震,3
豫鄂部分地区有特大暴雨局地有雷暴大风,0
"大雨下午到货强降雨集中在今夜至明天上午,具体天气预报来啦",1
屋顶公司老板被指在冰雹风暴后欺骗库尔曼县居民,4
云南昭通暴雨已致3人死亡1人失踪90间房屋倒塌,2
"小型3.4级地震2020年6月25日,星期四,巴丹群岛(菲律宾)东南72028公里",3
忠县:暴雨袭来干群闻汛而动,1
"印度动用气象武器,对尼泊尔实施人工降雨引发山洪,尼方态度软化",1
大暴雨、11级大风即将抵达广西,0
2日广东将有明显降雨部分地市将出现暴雨,2
"昨日陇东南多地出现冰雹,小长假天气仍需密切关注",4
"周末的风暴系统带来阵阵风和暴雨以下是天气到来的时间,以及打算做什么",2
四川盆地强降雨持续多地将有极端降雨,1
比鸡蛋还大的冰雹昨晚烟台这些地方突遭雷雹农民损失严重,4
大风雷暴强降水今日内蒙古中东部天空不平静,0
"广西将遭三轮强降雨连续暴击,这些地方有特大暴雨广西新闻网",2
重大气象灾害(暴雨)应急响应提升为三级,2
刚刚发布合肥今天将再迎暴雨,2
新英格兰在四分之一世纪首次出现狂风暴雨,2
风暴观察:特鲁奇地区发布山洪警报图卢姆县有严重雷暴警报,1
明日天气冷空气来了雷暴大风天气已发货,0
周末广东龙舟水发力珠三角等地局部有大暴雨或特大暴雨,1
"广东多地将有暴雨8级大风,新一波龙舟水来了",0
"雨来了局地8至10级雷暴大风,4号线今晚延长运营",0
马哈拉施特拉邦洪水造成28人死亡房屋、农作物受损,1
埃基蒂政府向洪水灾民提供援助尼日利亚卫报尼日利亚和世界新闻,1
"开州大暴雨福山村多处房屋倒塌,交通中断上游新闻汇聚向上的力量",2
水利部部署北方地区暴雨洪水防御和长江淮河太湖退水期堤防巡查防守工作,1
Telangana各地区的洪水威胁,1
辽宁确认了倾盆大雨马上就下暴雨大暴雨将分布辽宁如下,1
英国天气预报:艾登风暴带来了70英里每小时的大风和大雨,0
"2020年6月17日,星期三,法尔斯(伊朗)德拉姆10公里处发生3.7级小地震",3
"烟台人冰雹10级雷雨大风,高速交警提醒您注意出行安全",4
广西启动重大气象灾害(暴雨)Ⅳ级应急响应新一轮强降雨来袭,2
刚刚发布9级雷雨大风在路上,0
"3.8级小地震2020年7月20日星期一,CHIS(墨西哥)托纳拉133公里alSUROESTEdeTONALA",3
9月11日晚9:59至9月13日凌晨1:00由新南威尔士州堪萨斯城密苏里州普莱斯特山发布洪水警报,1
多州有强烈震感美国一州发生6.5级地震震源深度约2.8公里,3
"新天气未来几天宁夏多雨,局地有雷暴大风但下周有个坏消息",0
江西萍乡遭遇暴雨多地出现险情消防力量持续抢险救援大河报网,2
"密苏里州的阿梅伦为大风做好准备,以防停电",0
大雨暴雨大范围降雨正赶来,1
快新闻长江洪水猛袭安徽部分城区「淹成一片」房屋被淹到只露出屋顶,1
乌干达西部的洪水导致十多人死亡,1
"大风降雨中,小区围墙倒塌砸坏3辆轿车事发兰州市七里河区新津西院小区外西园街道已介入协调工作",0
"冰雹、雨水在巴雷利造成内涝,交通中断",4
"8级大风加降雨,武汉气温将降至个位数",0
"明晚起,小心这里大雨大风",0
16月重庆洪涝灾害造成直接经济损失30.16亿元,1
大风吹翻了15号高速公路丰塔纳的多个大型钻井平台,0
"风暴后周日天气预报中断,洪水",1
"雅安暴雨73岁被埋老人获救后,叮嘱村支书儿子:把村里事情处理好",2
今日立秋大雨暴雨将抵安徽还有78级雷暴大风万家热线安徽门户网站,2
吉林:遭遇历史罕见强雨雪大风冰冻天气高速关闭,0
黑龙江暴雨、大风又来了,0
江西暴雨气象灾害应急响应提升至II级,2
"中到大雨暴雨大范围降雨要来,接下来媒体澎湃新闻ThePaper",2
局部暴雨大风乘风破浪的青岛明日起上演端午天气,0
"高温天气继续发酵,大雨暴雨再次出击,今日午间4日天气预报",2
黄陵:部门联合深入乡镇开展冰雹灾情普查,4
日本熊本县暴雨已致22人死亡伤亡人数或继续上升,2
"3.1级小地震2020年8月15日,星期六,达瑙(Bohol)(菲律宾)北纬28W007公里",3
"地震信息:2020年9月17日星期四5.1级地震03:27UTC所罗门群岛,巴布亚新几内亚",3
重要提醒:暴雨雷雨大风第二波龙舟水要来了,0
"3.2级小地震尼加拉瓜科林托苏罗伊斯特87公里,2020年8月12日,星期三",3
"澳大利亚天气预报:东海岸狂野天气缓和,但全国各地都有大风警报",0
南方多地暴雨持续各地积极应对险情,2
"新疆库尔勒突发冰雹加暴雨,巴州森林消防严阵以待",4
雷雨带来山洪暴发和交通混乱,1
印度东北边境暴雨肆虐:桥梁道路被毁数十人死亡,2
黔西南:昨日多地多次遭受强冰雹袭击气象部门积极应对,4
"河北明天多地有雨,局地还可能有冰雹等强对流天气",4
MLA为巴里寻求防洪机制,1
"注意今天下午,北京局地将有810级雷暴大风或冰雹天气网易订阅",4
"3.2级小地震PioV.Corpuz(林布汉)(马斯巴特)(菲律宾)北纬24007公里,2020年7月10日,星期五",3
重庆巫溪遭暴雨袭击致道路垮塌农田被淹,2
英国天气警告:银行假日将因冰雹、山洪暴发和降雨袭击英国,4
"防御强暴雨,洋浦作了这些部署......政务澎湃新闻ThePaper",2
赶紧回家雷暴大风即将来袭媒体澎湃新闻ThePaper,0
"英国遭遇末日般的雷暴,引发了洪水和电力中断",1
面对夏季强降雨天气聊城宏运物业防汛在行动,1
京津冀等地将现入汛来最强降雨,1
暴雨和糟糕的天气预报使巴拿马的基础设施陷于瘫痪,2
"极端天气持续,东约克郡出现巨大冰雹风暴",4
"紧急冰雹神出鬼没,六一也不等闲,留意强对流天气潍坊发布今天政务澎湃新闻ThePaper",4
"又一轮强降雨来袭,局地有280毫米特大暴雨,6月2830号天气预报",2
长江2020年第3号洪水在长江上游形成,1
越南中部和西原地区暴雨致18人死亡,2
国网沧州供电公司:端午迎战雷雨冰雹恶劣天气,4
SC海岸准备应对热带风暴伊萨亚斯、洪水和大风的冲击,0
中央气象局启动重大气象灾害(暴雨)四级应急响应,2
"气温骤降8℃6级大风下雨,最近的一场下午就到",0
解决断水难题抢修供水管道大海林人洪水中的32小时政务澎湃新闻ThePaper,1
"轻型4.3级地震2020年6月12日,星期五,斯瓦尔巴特和扬马延东北1038公里",3
南方多省发生洪涝灾害房屋垮塌前一家六口惊险逃生荆楚网湖北日报网,1
中考期间有降雨考生要带好雨具,1
10级雷暴大风部分地区冰雹暴雨山东今晚再迎强对流天气政务澎湃新闻ThePaper,4
暴雨的伤痕也无法治愈避难者:要多么痛苦啊,1
中国华电全力以赴积极应对四川特大暴雨,2
国家矿山应急救援靖远队参加甘肃省白银市地震灾害暨危险化学品事故救援综合演练政务澎湃新闻ThePaper,3
江苏响水遭遇8级大风:21人受伤200余户房屋受损,0
铜陵义安区:一家三口齐上阵众志成城战洪魔,1
"越南北部多省发生极端天气,发生严重雷暴和冰雹灾害,温度骤降",4
明天辽宁继续大范围降雨雷雨大风、冰雹相伴,4
"刚刚,东莞惊现龙吸水接下来暴雨8级大风继续政务澎湃新闻ThePaper",2
广东暴雨下不停星级酒店正门坍塌被吞没一行看世界,2
巴西南部龙卷风、暴风雨和冰雹造成至少830人流离失所,4
江苏盐城龙卷风冰雹突袭已致78人死亡近500人受伤,4
东部和南部海区有大风冷空气将影响北方地区,0
"中央气象台:新一轮中雨大雨暴雨,卷土重来,2629号天气预报",2
重庆网红甩甩桥洪水中被漂浮物挂断当地已组织拆除,1
"小型3.6级地震秘鲁南部海岸附近,2020年6月11日,星期四",3
"受黑格比影响,45日将有大风降雨,请注意安全",0
"广西多地暴雨引发洪涝,国家防总启动防汛Ⅳ级响应",1
刚刚平凉市部分县区遭冰雹侵袭最大宛如鸡蛋政务澎湃新闻ThePaper,4
"3.4级轻微地震密歇根州(墨西哥)周一,79公里alSUROESTEdeCOALCOMAN,2020年7月13日",3
贵州、广西、吉林等地有大雨局地有雷暴大风,0
暴雨侵袭浙江全省多座水库超汛限浙江新闻浙江在线,2
梧州:端午假期降雨频繁局部有暴雨天气广西新闻网,2
我市启动气象灾害暴雨、大风Ⅳ级应急响应,2
中新网湖北湖北新闻网双节期间一头一尾多云中间插播七级大风暴雨降温,2
《农民年鉴》预测康涅狄格州的冬季晚些时候会有大风暴,0
暴雨高温今天江苏这些地方仍有强降雨,1
"3.2级小地震2020年8月16日星期日,阿拉斯加(美国)科尔多瓦东南偏南136公里处",3
暴雨、大暴雨、雷暴大风强对流天气今晚又来,2
"波特兰地铁10万在大风中失去电力由于火灾风险,PGE抢先切断胡德山附近的电力",0
"未来5天上海将有大雨到暴雨过程,最大降水可达300毫米",1
气候科学家将把无情的风暴和洪水摧毁越南中部置于显微镜下越南,1
秦安县领导检查指导郭嘉镇冰雹灾害生产自救工作,4
东莞强降水及冰雹已致8人死亡136人受伤,4
"2.9级小地震2020年7月22日星期三,大方索省长(达沃东方)(菲律宾)东经68东经035公里",3
未来两小时黑龙江省多地将出现雷雨大风天气局地伴有冰雹,4
洛杉矶记录的36级地震,3
山西平顺遭遇暴雨冰雹县城及部分乡镇发生内涝闽南网,4
今年汛期重庆共出现11场暴雨天气四区县汛期降水量突破历史极值,2
暴雨来袭江西启动防汛四级应急响应接下来的天气媒体澎湃新闻ThePaper,2
警惕暴雨高温大风将袭击贵州,0
武汉启动城市排渍Ⅲ级应急响应重庆暴雨致21万余人受灾,2
"注意大暴雨特大暴雨,强势来袭,未来3天(2830号)天气预报",2
强对流天气上线冰雹又来明后两天青岛大部地区有阵雨或雷雨,4
暴雨大暴雨河南被雨刷屏郑州雨要下15天,1
霜冻降温大风雨雪内蒙古2至5日天气是这样的,0
"山东继续一到周末就下雨,还有40毫米强中心,大风冰雹要警惕",4
暴雨、山洪暴发在卡纳塔克邦造成严重破坏正常生活中断,2
"洪水产品的建议,手表和警告都有不同的含义",1
尼日利亚洪水摧毁了北部的农作物和房屋,1
"雷暴大风强降水,今天还要来政务澎湃新闻ThePaper",0
"保定博野天气:雨、大风、降温将至,周末出行注意保暖",0
"爱尔兰天气:梅特埃利安警告说,这几天由于暴雨和狂风天气要来袭",2
"3.8级小地震2020年8月3日,星期一,OAX(墨西哥)60公里alSUROESTEdeSPEDROPOCHUTLA",3
"黑龙江省告别了强降水,阵雨模式开启还要注意雷暴大风、冰雹",4
优先考虑尼泊尔洪水问题印度动态,1
"3.4级小地震密歇根州米拉市苏罗伊斯特124公里,2020年8月16日星期日",3
"强降雨,大风袭击塔斯马尼亚,低压系统将向西北各州进发",0
黄河2020年第1号洪水进入宁夏较往年提前2天,1
墨西哥7.5级地震后已累计发生余震147次,3
阵雨大风霜冻降温来啦,0
长沙启动气象灾害(暴雨)IV级应急响应,2
甘肃迎来大风降温及霜冻天气,0
2020年7月25日星期六土耳其西部2.7级小地震,3
2020年6月26日星期五智利安托法加斯塔3.7级小地震,3
黑龙江人注意强降水雷暴大风冰雹拍了拍你,4
2020年8月15日星期六印度尼西亚巴厘岛南部2.7级小地震,3
重庆7区遭遇暴雨袭击降雨过程将持续至23日,2
吉林:启动雪灾冻害大风四级应急响应中国气象局政府门户网站,0
入汛以来最强降雨袭湘西部中部将现大范围暴雨大暴雨,1
"暴雨预报未来三天雨势凶猛,局地伴有强对流天气",2
杰森高格斯预报:今天有大风和阵雨,0
信阳地区将迎来大到暴雨注意预防山洪地质灾害等,1
台湾南部、中部地区遭遇灾难性降雨,1
"强降雨、雷暴、短时大风都来,享受降温别忘防雷防雨",0
"中东部地区有较大范围降水,东北地区华北黄淮等地有大风降温",0
黑龙江人注意雷雨、大风、冰雹、强雷暴来了就在这些地区,4
东部和南部海区有大风冷空气将影响新疆北部地区,0
济南人注意紧急发布10级大风雷雨强降雨局部冰雹,4
天津日报周前期天气静稳有雾霾周中期大风降温来袭,0
熊本暴雨复兴县发表计划明确表示推进流水型水库,2
地震幸存者悼念亲人,3
暴风雪天气:冷锋带来大风和大的气温下降,0
与从暴雨中救过来的重建佛堂有着偶然的缘分,1
紧急甘肃暴发山洪、泥石流,1
"2020年6月18日,星期四,菲律宾东达沃省省长洛尼索(DavaoOriental)东南135公里处发生2.8级小地震",3
紧急提醒雷暴大风、短时强降水正在逼近媒体澎湃新闻ThePaper,0
更糟的事还会发生吗气候变化加剧海得拉巴洪水,1
北方人注意:坏雷雨又要来了权威提醒:河北山西是重点局部冰雹,4
"突发山东泰安突降冰雹,伴随狂风暴雨席卷而来",4
"九江:暴雨突袭水深达1米,小车被困水中,里面传来婴儿哭声",2
大雨再次避开东营大风小阵雨带来短暂清凉,0
"3.5级小地震2020年7月28日,星期二,OAX(墨西哥)特佩勒姆苏尔36公里处",3
"2020年8月18日,星期二,日本博宁群岛地区,5.5级中等地震",3
1888年印度冰雹被命名为历史上世界上最致命的天气事件,4
雷暴大风雷阵雨山西周末泡汤了,0
"盐城响水小尖镇遭遇8级大风:21人受伤,200多户房屋受损",0
龙卷风冰雹席卷希腊北部致6名外国游客死亡百余人受伤,4
"暴雨再次来袭,致敬乘风破浪的蜀黍政务澎湃新闻ThePaper",2
托皮卡西南部清晨房屋失火归咎于大风,0
大风、电线坠落导致大洛厄尔地区停电,0
"热带低气压β:密西西比州将出现暴雨,山洪暴发时系统经过",2
飓风埃塔肆虐中美洲多国遭暴雨袭击中新网,2
注意巴中、达州局地将有特大暴雨,1
江西湖南局地有大暴雨内蒙古山西等地部分地区有雷暴大风或冰雹社会人民网,4
云南昭通强降雨致多地出现山洪、泥石流等灾害,1
"3.9级小地震2020年8月5日,星期三,科隆(墨西哥)泰科曼河畔72公里",3
预计未来6小时内九江市西部等地区伴有短时强降水雷暴大风,0
"大雨袭击海岸,墙倒塌后有人死亡",1
江苏盐城遭龙卷风冰雹袭击已致51人死亡多人受伤中新网,4
"轻型4.4级地震苏门答腊岛(印度尼西亚)北部西海岸附近,2020年6月28日星期日",3
深圳今日有雷阵雨5日至7日局部暴雨伴有雷暴和8级左右大风,0
气候变化、经济活动带来巨大风险日本企业的意识变革,0
"3.9级轻微地震2020年7月2日,星期四,OAX(墨西哥)埃斯康迪多港25公里处",3
"未来三天,雨水不停大风、寒潮接连登场...政务澎湃新闻ThePaper",0
"3.2级轻微地震2020年8月16日星期日,格罗(墨西哥)阿卡普尔科28公里alSURESTEdeACAPULCO",3
暴雨导致皖湘黔等地受灾部分地区启动防汛应急响应,2
安徽1718日仍有持续强降水伴有8级左右雷暴大风,0
"枫普顿附近的野火被完全控制住了,刚好赶上大风",0
热带风暴埃塔在南佛罗里达州引发洪水,1
日本三大名城之一熊本城于6.5级地震中发生崩塌网友哀悼日本频道人民网,3
"山东钩状雨带形成,最大21.5毫米,半岛警惕局部暴雨和气旋大风",0
"中国发布丨注意未来10天这些地区将有暴雨,7月中旬后雨带移到北方",2
"风暴警报继续,该地区再次遭受山洪袭击",1
"四川木里暴雨引发泥石流,道路房屋被毁,但无人员伤亡",2
